iso2,centroid.lon,centroid.lat,capital.lon,capital.lat
ES,-5.73917,37.438,,
SI,15.2616,46.0132,,
SI,13.8449,45.7319,,
TN,11.0329,34.6495,,
HK,114.2,22.3807,,
CN,108.363,33.7713,,
SO,46.0549,3.00561,,
SO,44.185,1.63602,,
YE,47.0989,14.8965,,
HK,114.164,22.3331,,
EG,33.6723,30.5071,,
MM,98.1593,21.5185,,
CN,118.114,36.3271,,
CN,121.409,31.0909,,
CN,112.389,37.7586,,
AE,55.7788,25.172,,
MV,73.2145,6.28509,,
UG,30.3454,-0.636828,,
VU,168.301,-16.7385,,
GB,-1.57387,53.4087,,
BT,90.8505,27.0763,,
GB,-1.23858,60.3097,,
GE,43.9997,42.1586,,
JP,136.093,35.1832,,
JP,132.603,35.0972,,
TZ,33.2015,-3.65098,,
AM,43.8178,40.8194,,
AZ,48.9257,39.9474,,
SZ,31.4265,-27.0243,,
JP,138.306,35.0359,,
AL,19.7573,42.2144,,
GB,-2.72133,52.6167,,
BG,26.9857,43.2942,,
TH,104.418,14.8248,,
LT,23.2677,55.9585,,
HR,16.0356,43.7911,,
RO,24.2957,45.9038,,
CN,102.384,30.5431,,
DZ,-0.586496,34.8335,,
TN,9.43328,34.9757,,
KH,104.043,13.5711,,
IT,11.4207,43.2205,,
WF,-178.161,-14.2659,,
MT,14.4252,35.8474,,
GN,-9.3936,11.5701,,
LV,24.8272,57.0998,,
TR,42.2212,37.9159,,
ML,-6.54441,11.155,,
IN,88.4482,27.5709,,
TD,21.1347,12.2336,,
PL,18.9924,50.1978,,
TN,9.33745,35.5597,,
BG,27.0072,43.9352,,
TZ,34.2172,-2.96688,,
MX,-108.001,25.6041,,
PK,68.8685,26.3734,,
TH,100.343,14.9746,,
MD,28.1728,47.6929,,
TZ,34.4149,-5.59564,,
LR,-8.86819,5.39111,,
TR,34.8226,41.5894,,
SX,-63.0677,18.0401,,
SR,-55.9918,3.53162,,
TT,-61.6987,10.118,,
PH,123.597,9.17807,,
IT,15.0549,37.0869,,
UZ,68.8037,39.9519,,
TR,42.5455,37.4047,,
UG,34.3234,1.15945,,
HR,16.4156,45.4687,,
BF,-2.10887,11.1806,,
IR,61.0471,27.4268,,
TR,37.2907,39.429,,
AZ,49.0973,41.0414,,
DK,11.7483,55.4417,,
SE,13.5193,55.9073,,
DZ,6.81608,36.7555,,
SI,15.3006,45.9221,,
SI,14.2779,46.1576,,
SI,14.5747,45.9583,,
MK,21.6898,41.8999,,
LV,25.0971,56.6786,,
LV,21.9901,56.6446,,
MT,14.4992,35.9083,,
IE,-8.489,54.1277,,
BG,26.2373,42.7164,,
GB,-0.547994,51.4769,,
SI,15.076,46.4914,,
SI,15.5283,46.4241,,
SI,15.4612,46.3232,,
SI,15.5302,46.2188,,
SI,14.8692,46.0231,,
SI,15.0326,46.3421,,
LV,26.0091,57.4025,,
BM,-64.7319,32.3141,,
RU,33.0803,54.6726,,
BG,24.6089,41.6644,,
VN,105.9,9.5614,,
SE,16.6334,59.0778,,
SI,14.6157,45.7548,,
MZ,34.8544,-18.7726,,
BG,23.606,42.288,,
MG,48.4645,-15.2909,,
NO,6.43282,61.5538,,
NG,5.4366,13.0603,,
SI,14.6582,46.4114,,
MD,28.6952,47.8423,,
GB,-1.71185,52.4038,,
GT,-91.2727,14.7372,,
CH,7.41999,47.4325,,
ET,43.5345,7.09365,,
,45.7932,9.63996,,
GB,-3.03172,51.0339,,
FR,2.36029,49.8757,,
HU,17.5491,46.3623,,
VN,104.159,21.3011,,
IT,9.81202,46.2035,,
TH,100.568,6.81212,,
MX,-110.485,29.5293,,
SV,-89.6937,13.7165,,
PW,132.204,5.28876,,
MK,21.332,41.8337,,
HU,16.6001,47.6911,,
NO,10.6956,62.9613,,
ES,-2.55925,41.6463,,
UY,-57.7585,-33.4821,,
MD,28.2477,48.1034,,
UG,33.5911,1.73376,,
PH,124.001,12.7377,,
SI,14.9905,46.4223,,
,20.6633,60.1333,,
LC,-61.0447,13.8545,,
DZ,7.84211,36.1547,,
BF,-1.31801,14.2352,,
BF,-2.95968,13.2875,,
MA,-7.71517,30.6732,,
TN,10.4255,35.9323,,
BW,25.7446,-24.9869,,
BS,-77.2421,26.0179,,
BS,-77.6043,23.7822,,
AU,135.783,-29.6504,,
GB,-4.73841,55.2304,,
TC,-71.4782,21.7034,,
US,-80.6471,33.8578,,
KR,126.874,36.4602,,
PH,124.808,6.30746,,
US,-100.255,44.4711,,
IE,-6.40147,53.2831,,
SG,103.932,1.33524,,
BS,-76.1967,24.7344,,
GS,-27.1942,-59.4548,,
GB,-2.462,51.5239,,
KR,128.217,35.3192,,
AI,-63.0881,18.2083,,
KR,126.884,34.8166,,
FI,28.5567,61.2148,,
KZ,68.7533,42.7187,,
IR,59.489,32.4563,,
SD,29.83,11.4504,,
GB,-3.82617,55.5981,,
LB,35.2966,33.2661,,
IE,-7.83145,52.4462,,
GB,-1.44209,54.9526,,
SG,103.705,1.33718,,
BM,-64.8375,32.2524,,
GB,-1.3776,50.9158,,
MK,22.6211,41.3841,,
MK,22.3973,41.243,,
GB,0.73146,51.5498,,
BW,24.3683,-25.0004,,
HK,114.204,22.2402,,
RW,29.6424,-2.38388,,
SL,-12.0512,7.85416,,
ZM,26.9583,-16.6906,,
SD,24.5964,11.3694,,
PG,143.446,-6.38625,,
PH,125.215,10.0694,,
ET,36.4494,6.21467,,
FI,23.1486,62.7521,,
FI,27.9693,61.8152,,
NZ,167.928,-45.6455,,
GB,-0.0655202,51.466,,
BW,26.1919,-20.5752,,
BS,-76.8334,25.5237,,
HR,16.788,43.5266,,
,113.342,8.26522,,
,20.7437,42.7169,,
RS,20.5398,45.4421,,
RS,19.6739,45.0381,,
NL,-62.9719,17.4852,,
MT,14.4897,35.9126,,
MF,-63.078,18.0799,,
MT,14.4042,35.9405,,
GB,-2.01517,52.9024,,
BZ,-88.4963,16.809,,
BG,25.5689,42.4759,,
SI,15.7678,46.4544,,
RU,43.2791,44.981,,
MD,29.7739,46.5031,,
AT,14.8565,47.3901,,
AZ,46.7662,39.8285,,
GR,22.6102,38.6373,,
,21.0042,42.4144,,
MD,29.1763,47.1532,,
MK,22.1689,41.6824,,
GB,-4.28804,56.2213,,
SE,17.8652,59.3659,,
GB,-2.1408,53.3787,,
GB,-1.32309,54.5378,,
KH,106.095,13.6662,,
GB,-2.16701,53.0034,,
AI,-63.0368,18.2387,,
LV,24.3323,56.9362,,
SI,15.3276,46.1996,,
GB,-7.41337,54.8064,,
MD,28.5847,47.1828,,
CZ,14.4559,49.7498,,
LV,25.7924,57.6356,,
,21.0064,42.2201,,
MK,20.602,41.1813,,
MK,21.4592,41.8317,,
PL,22.4341,49.8555,,
RO,25.8089,47.2144,,
GT,-91.3803,14.5182,,
CO,-75.1319,9.01236,,
VE,-63.3542,10.4729,,
EC,-76.6135,-0.085516,,
CM,11.731,2.79256,,
HT,-73.7855,18.2929,,
NC,167.487,-22.608,,
CI,-5.49467,5.63293,,
CI,-3.12754,5.52003,,
HT,-72.3683,18.2947,,
CD,28.1159,-3.10474,,
CM,9.24481,5.12818,,
GB,1.06039,52.159,,
EG,31.8037,26.5104,,
MN,113.904,46.1847,,
TH,99.7009,17.2435,,
ID,119.316,-2.69615,,
ID,119.99,-3.7444,,
ID,120.153,-1.30097,,
ID,122.119,-4.0746,,
ID,124.446,0.853039,,
PH,124.382,6.52568,,
PH,120.865,5.53722,,
RS,20.8116,44.0985,,
ID,100.611,-0.642611,,
ID,104.073,-3.3824,,
ID,99.2161,2.36304,,
AZ,49.5962,40.5841,,
UA,34.3159,50.8153,,
,20.2117,60.2575,,
GB,-1.46175,54.8617,,
IS,-18.5336,64.0187,,
IS,-22.1206,63.9429,,
TH,100.034,14.4298,,
TH,99.0107,9.0048,,
PH,125.959,9.66326,,
PH,126.097,8.80931,,
TH,103.588,14.9355,,
UZ,67.4269,37.9835,,
GB,-0.388084,51.2608,,
LY,17.4523,30.2021,,
AZ,46.658,39.7027,,
AZ,46.7523,39.7618,,
MK,21.4069,42.0341,,
GB,-0.176573,51.3606,,
,20.8519,42.3371,,
NO,18.069,78.8124,,
KH,105.888,11.0416,,
RU,61.7078,58.8952,,
SI,15.8405,46.6459,,
SI,15.9658,46.5244,,
SI,16.0294,46.5629,,
MK,21.9509,41.8778,,
AS,-171.08,-11.0577,,
GB,-4.06364,51.6203,,
MT,14.4698,35.917,,
PL,20.7951,50.701,,
GB,-1.71017,51.567,,
DK,9.1292,55.349,,
BD,91.7033,24.6452,,
AM,46.1518,39.2479,,
HU,22.182,47.9535,,
HU,20.1431,46.2689,,
HU,18.4618,47.1977,,
HU,18.6981,46.356,,
HU,20.168,47.206,,
HU,16.625,47.2308,,
MT,14.4945,35.8945,,
MX,-92.8274,18.1252,,
SI,15.0116,46.2258,,
TZ,32.6595,-6.82145,,
SA,36.8014,27.9146,,
VE,-72.0039,7.85734,,
PH,124.98,11.2439,,
PE,-70.3423,-17.5742,,
UY,-55.6607,-32.1061,,
DJ,42.5043,11.7972,,
MA,-6.36087,32.1648,,
TJ,70.1331,38.9773,,
VU,169.818,-20.1892,,
JO,35.6436,30.7879,,
MR,-10.3284,18.6165,,
PH,121.062,14.518,,
NE,5.27361,15.6002,,
HK,114.154,22.4447,,
TW,120.966,24.238,,
TW,120.182,23.0464,,
TW,121.559,25.0904,,
TW,121.54,22.0499,,
YE,43.7305,13.4282,,
LY,13.5154,32.6867,,
TH,98.8441,17.0043,,
SC,55.5173,-4.79065,,
KH,104.751,10.9346,,
AF,69.8124,36.8335,,
KG,72.2727,42.4795,,
LV,22.6192,57.317,,
DZ,6.39695,23.0089,,
MX,-98.5197,24.0808,,
SN,-13.2878,13.9278,,
RU,41.5945,52.7808,,
GB,-2.0958,53.4567,,
IN,78.2704,11.0159,,
TD,16.4994,9.67051,,
TZ,38.1412,-5.18525,,
MA,-5.35664,35.2884,,
MM,98.7746,13.6116,,
TW,121.227,24.961,,
BF,1.79465,12.0191,,
NG,10.5428,7.93608,,
MD,28.7033,45.8995,,
NZ,174.414,-39.3382,,
IT,17.1095,40.6081,,
CL,-69.3683,-20.2427,,
BG,26.3637,43.2251,,
BO,-63.8005,-21.5039,,
PH,120.463,15.4733,,
FR,2.13731,43.8024,,
FR,1.23277,44.0657,,
CV,-23.717,15.2355,,
CV,-24.3493,16.6006,,
ES,0.873012,41.1476,,
EE,26.7967,58.3727,,
SY,36.0901,34.9274,,
MT,14.5088,35.8616,,
TM,58.769,41.3981,,
BT,91.5121,27.676,,
BT,91.734,27.2629,,
UZ,69.9511,41.247,,
UZ,69.2464,41.323,,
NZ,172.675,-41.6713,,
AU,146.603,-42.1383,,
HU,18.4452,47.5667,,
TN,9.88514,32.154,,
RU,50.7364,55.374,,
LT,22.6458,55.2657,,
FI,24.4224,60.9239,,
AM,45.1763,40.8883,,
PH,119.835,4.80751,,
VN,106.14,11.4121,,
MA,-4.21989,34.5526,,
GE,44.845,41.7153,,
MK,21.0174,42.082,,
DZ,7.78338,34.9437,,
IR,51.6548,35.5146,,
TR,27.4547,41.0824,,
IL,34.8091,32.0966,,
NO,8.48804,59.5476,,
MD,28.4349,47.566,,
RO,25.1818,44.0831,,
GB,-2.49356,52.7152,,
GN,-13.3113,10.9156,,
LT,22.1086,56.0398,,
BN,115.191,4.60249,,
SB,168.812,-12.277,,
US,-86.3415,35.7514,,
IT,13.7294,42.6705,,
IT,12.4862,42.5788,,
UA,25.5438,49.4739,,
FR,6.93675,47.6568,,
AZ,46.7929,40.2547,,
ES,-0.809409,40.625,,
LV,23.314,56.425,,
MZ,32.7751,-15.4259,,
MK,20.8947,42.0484,,
US,-98.7607,31.131,,
MV,73.1252,2.19286,,
LS,28.6979,-29.6029,,
VN,106.371,20.5303,,
VN,105.887,21.5812,,
VN,105.215,20.0917,,
AI,-63.0439,18.2173,,
AI,-63.04,18.2299,,
NZ,166.608,-48.0227,,
AI,-63.052,18.2321,,
GR,22.1914,39.5322,,
SN,-16.8671,14.6931,,
BT,89.602,27.4828,,
NZ,172.135,-34.1566,,
VN,107.634,16.312,,
CH,9.14593,47.5858,,
DE,11.0976,50.9052,,
GB,0.381907,51.503,,
MW,35.1071,-16.1135,,
CN,117.347,39.3708,,
DZ,1.55627,34.9048,,
TD,16.6178,21.4716,,
CH,8.79019,46.3604,,
VN,106.217,10.4581,,
AR,-67.5329,-54.3887,,
ET,38.2158,14.1003,,
NE,2.19539,13.8777,,
ML,-3.295,19.9073,,
RO,21.393,45.5963,,
DZ,-5.8285,27.4985,,
MP,145.622,14.9995,,
DZ,2.34141,36.527,,
MR,-8.99419,24.3349,,
AT,11.38,47.2082,,
DZ,1.77868,35.7302,,
ME,18.6898,42.3897,,
DZ,4.19086,36.6814,,
MX,-98.161,19.3956,,
DZ,-1.49045,34.7431,,
BR,-48.2502,-10.223,,
JP,139.786,36.6593,,
TR,36.5724,40.4442,,
NZ,-171.195,-9.34449,,
JP,134.2,33.8546,,
JP,139.407,35.6578,,
BZ,-88.8117,16.3761,,
ES,-3.95134,39.7401,,
CO,-75.2073,3.93749,,
SI,13.8136,46.1456,,
HU,18.5198,46.5078,,
GW,-14.9293,11.2932,,
RU,82.2299,58.4467,,
TO,-175.155,-21.1718,,
BT,90.4811,27.4491,,
RS,21.3637,43.1198,,
VU,167.5,-14.2328,,
GB,-3.56802,50.4496,,
GB,-3.0449,51.6945,,
UG,34.0805,0.737709,,
GT,-91.3884,15.0474,,
JP,133.819,35.3657,,
GN,-11.4677,11.4503,,
MN,106.554,47.1533,,
AZ,45.8238,41.0669,,
GB,-0.0262978,51.5162,,
JP,137.246,36.596,,
TN,8.07434,33.9476,,
VN,106.289,9.82817,,
TR,39.8034,40.7988,,
GB,-2.37777,53.4147,,
TH,99.6467,7.56967,,
UA,23.3868,48.3634,,
MD,29.1574,47.2616,,
IT,12.704,37.8515,,
MR,-14.6057,17.9339,,
TH,102.541,12.3925,,
SI,15.041,46.078,,
BA,18.3391,43.1037,,
SI,15.0537,45.9382,,
UY,-54.1659,-33.1021,,
JM,-77.6163,18.36,,
SK,18.0952,48.8824,,
MY,103.013,4.94214,,
IT,10.9947,46.0415,,
IT,12.2313,45.8092,,
LI,9.5266,47.1001,,
LI,9.54858,47.1284,,
IT,13.7799,45.6866,,
LK,81.0848,8.56202,,
KN,-62.7483,17.3074,,
IN,91.7031,23.8519,,
SH,-12.2667,-37.1226,,
SK,17.6989,48.3422,,
SI,15.8943,46.523,,
NO,19.0835,68.9053,,
VE,-70.5519,9.49508,,
SI,14.3377,46.3883,,
SI,14.5552,46.1259,,
HK,114.12,22.3869,,
WS,-171.752,-13.9415,,
PF,-143.144,-16.7377,,
AR,-65.3387,-26.9711,,
HK,113.991,22.3846,,
LV,23.0121,56.9505,,
RU,37.4161,54.0668,,
RO,28.6227,45.0257,,
PE,-80.6135,-3.88493,,
TT,-61.3254,10.6903,,
TR,39.6357,39.1519,,
EC,-77.7382,-0.624499,,
TN,10.1724,36.7791,,
IT,7.47211,45.1609,,
SI,16.3308,46.6089,,
BN,114.671,4.64496,,
RU,93.9927,51.6051,,
TV,179.903,-9.39381,,
BF,-3.40955,11.3659,,
VN,105.229,22.131,,
BA,18.5549,44.5325,,
RU,34.5445,57.0297,,
RU,68.5186,57.2639,,
NR,166.924,-0.506992,,
TH,105.016,15.0137,,
AZ,47.729,40.3925,,
PE,-73.2493,-9.99816,,
IT,13.1961,46.0839,,
RU,52.7957,57.3433,,
TH,102.882,17.4511,,
AO,15.4475,-6.95896,,
RU,47.3773,53.9248,,
MN,106.967,47.9597,,
ME,19.2564,42.0039,,
KR,129.232,35.4997,,
AE,55.7217,25.5218,,
QA,51.3552,25.4594,,
BA,16.299,44.6409,,
SY,35.8621,33.1509,,
MD,27.9072,47.2556,,
,29.8883,8.99929,,
GY,-58.9648,2.6693,,
GH,-0.779779,10.8183,,
,32.5251,10.3577,,
GM,-14.1857,13.3797,,
GY,-58.2455,5.36479,,
GH,-2.14449,10.404,,
SE,17.7896,60.1522,,
CH,8.63301,46.809,,
,21.1389,42.3481,,
AF,66.0947,32.807,,
AF,66.3011,33.8446,,
TR,29.3636,38.4942,,
CZ,13.8424,50.4996,,
SV,-88.5293,13.4104,,
US,-111.544,39.5007,,
LT,25.622,55.5267,,
TH,99.5275,15.27,,
NL,5.1938,52.0749,,
IN,80.9966,26.7201,,
TH,100.531,17.7188,,
IN,79.2841,30.0576,,
FI,24.8475,60.4179,,
WF,-176.169,-13.2768,,
MN,92.8431,49.6911,,
WS,-171.549,-13.9633,,
MV,73.5082,3.49522,,
MU,57.4908,-20.3024,,
LI,9.51826,47.1469,,
LV,21.8331,56.432,,
WS,-172.701,-13.5561,,
CF,22.2437,9.8017,,
MG,46.8857,-19.7425,,
FR,2.23366,49.0754,,
FR,2.5155,48.7752,,
CH,7.61347,46.2023,,
MK,22.5432,41.2911,,
RO,24.0601,45.0142,,
GB,-3.36772,51.4474,,
ES,-0.712245,39.3003,,
PH,120.991,14.6939,,
EE,26.0733,57.9402,,
LV,26.0635,57.6587,,
ES,-4.83256,41.5715,,
HN,-87.5992,13.5753,,
CO,-76.5923,3.58331,,
CI,-4.85838,8.22668,,
MT,14.511,35.8948,,
LV,25.4161,57.5374,,
CL,-70.936,-32.4884,,
DO,-71.0242,19.5741,,
TR,43.5684,38.5212,,
FR,6.27103,43.4095,,
LV,26.643,56.6336,,
HR,16.3267,46.1918,,
MK,21.8972,41.477,,
,20.4053,60.2456,,
IT,8.75898,45.7876,,
VE,-66.8566,10.5818,,
LV,26.5122,56.2165,,
SE,13.0764,59.8068,,
BG,27.5827,43.2097,,
HU,16.814,47.1693,,
MK,22.6159,41.5436,,
RO,27.7259,46.5225,,
SE,18.3726,64.7048,,
SE,17.3697,62.9145,,
SE,16.4244,59.7979,,
SE,12.8371,58.2428,,
VA,12.4534,41.9034,,
MG,47.921,-21.399,,
FR,5.21543,43.9981,,
CH,6.5118,46.6204,,
CO,-70.5869,0.790971,,
TO,-173.988,-18.6118,,
LK,80.479,8.89756,,
AM,45.4421,39.7183,,
LV,25.7024,57.108,,
LV,24.6268,56.4823,,
SI,15.1364,46.3749,,
MK,21.7157,41.7213,,
SI,16.363,46.5796,,
SI,14.5889,45.8446,,
BG,25.6222,42.8079,,
FR,-1.31827,46.6893,,
IT,12.1647,45.4591,,
LV,21.5869,57.396,,
LV,21.8185,57.3367,,
MX,-96.5953,19.0926,,
PA,-81.1447,8.22553,,
IT,8.34317,46.0739,,
IT,8.15956,45.8416,,
US,-72.7317,44.0886,,
IT,11.0433,45.4528,,
SI,16.1766,46.5804,,
NO,7.30897,58.4481,,
IS,-22.1562,65.7068,,
NO,10.1269,59.3146,,
IS,-21.357,64.8183,,
HU,17.6638,47.1365,,
HU,17.9145,47.123,,
MK,20.5689,41.2362,,
PT,-8.4986,41.9099,,
IT,16.1928,38.6431,,
IT,11.4753,45.712,,
CO,-69.2414,4.89224,,
AU,144.75,-37.0082,,
MT,14.2444,36.0407,,
SI,15.8973,46.3704,,
BG,22.7008,43.8092,,
FR,0.412746,46.5338,,
LA,102.156,18.9186,,
LA,102.563,18.103,,
LV,25.5306,56.2901,,
LC,-60.9438,13.7762,,
PT,-7.64533,41.5279,,
LV,27.6287,57.1775,,
LV,26.8884,56.5518,,
EE,25.5603,58.3005,,
CU,-79.9527,22.601,,
TD,15.0579,12.1413,,
LT,25.1588,54.7338,,
VN,105.969,10.1042,,
VN,105.549,21.3455,,
MK,22.5742,41.8652,,
UA,28.7233,48.9623,,
SI,13.9723,45.8271,,
TL,126.386,-8.8247,,
US,-78.2431,37.7403,,
HR,17.6078,45.7303,,
PT,-7.82745,40.8417,,
SI,15.2954,46.4073,,
BY,28.6747,55.3073,,
IT,11.9706,42.4299,,
,21.3686,42.2996,,
RU,40.6207,55.8966,,
BA,19.0758,44.1968,,
AL,19.7946,40.1908,,
SI,14.4982,46.1726,,
SI,15.31,46.3188,,
RU,44.4488,49.5014,,
RU,40.9333,59.6397,,
GH,0.396325,7.33855,,
UA,24.8444,51.1247,,
AT,9.87375,47.2617,,
GR,25.2262,39.9531,,
RU,40.5223,50.7774,,
EE,26.9602,57.7735,,
FR,6.67053,48.2445,,
RO,26.9802,45.7963,,
MK,21.015,41.4746,,
SI,14.9474,46.2348,,
BG,23.832,43.4325,,
SI,14.2947,45.9491,,
,20.9843,42.792,,
HR,18.9549,45.1467,,
SI,15.1575,46.5669,,
CZ,15.7721,49.4088,,
LY,12.679,26.3564,,
TD,21.5596,15.0457,,
NZ,175.445,-38.0409,,
JP,135.401,33.93,,
UM,166.643,19.2863,,
GB,-1.39089,53.6457,,
UG,32.4268,0.197333,,
BE,4.55466,50.6416,,
GB,-1.95182,52.6018,,
GB,-0.0125518,51.5949,,
HK,114.178,22.2699,,
GB,-0.184208,51.4523,,
BT,90.0915,27.5206,,
SR,-55.1929,5.72606,,
,28.6994,7.85589,,
AF,68.1087,34.4269,,
PL,20.9711,53.8526,,
GB,-2.55468,53.3766,,
BM,-64.8042,32.2658,,
GB,-1.55487,52.168,,
US,-120.361,47.4865,,
IQ,45.5635,32.6139,,
IE,-7.59292,52.199,,
IE,-7.07931,52.2284,,
GQ,10.9267,1.33965,,
NZ,175.2,-41.2275,,
IR,45.6734,36.6666,,
,26.3804,7.31134,,
,35.2918,32.003,,
IN,87.7289,23.0523,,
GB,-1.2949,51.4529,,
BA,16.8584,43.9773,,
GM,-16.3138,13.2212,,
NZ,170.402,-43.362,,
GB,-4.47635,55.9884,,
AI,-63.1384,18.1865,,
,28.6169,5.41296,,
BE,3.02202,51.0312,,
BS,-78.9085,26.6389,,
BA,17.4063,43.3908,,
KZ,50.5145,49.8909,,
GB,-3.60556,55.8947,,
PG,149.813,-5.91003,,
PL,15.5906,53.5878,,
GB,-0.457938,50.9489,,
US,-80.7128,38.6422,,
AS,-170.768,-14.3241,,
FJ,174.61,-21.6878,,
GH,-2.34206,5.70024,,
KE,34.5306,0.537049,,
PG,142.01,-7.48919,,
RW,29.2644,-2.13156,,
SB,157.551,-8.72999,,
SL,-13.0935,8.31041,,
ZM,23.7642,-15.7815,,
AU,121.646,-25.8483,,
ZA,20.9745,-33.5035,,
SD,23.0863,14.2109,,
PG,144.404,-5.77031,,
,-12.8924,23.813,,
TT,-60.7709,11.1959,,
IE,-7.4553,53.5252,,
GB,-0.161651,51.5115,,
JM,-78.1303,18.2678,,
IE,-6.58517,52.4423,,
SD,32.3633,13.5951,,
IE,-6.38849,52.9947,,
AT,16.3798,48.2247,,
GB,-2.60574,53.5317,,
GB,-1.91891,51.3289,,
PF,-149.519,-17.7462,,
US,-89.5831,44.3709,,
GB,-0.90795,51.4019,,
GB,-2.1108,52.5958,,
HK,114.215,22.3432,,
GB,-2.2004,52.21,,
CI,-6.28956,8.49071,,
GA,11.8313,1.43947,,
GB,-3.0538,53.017,,
US,-107.552,42.9999,,
AZ,48.7701,41.5198,,
MT,14.272,36.0506,,
LA,101.143,17.7502,,
AZ,46.295,40.4627,,
LA,106.982,15.6414,,
MT,14.2656,36.03,,
MT,14.5457,35.8816,,
LA,103.46,19.5113,,
CN,85.4253,41.122,,
CN,88.4137,31.4515,,
AZ,49.154,40.7249,,
AZ,46.6804,39.8925,,
AZ,46.99,39.6307,,
BF,0.664784,13.3228,,
TH,101.218,6.14264,,
TR,29.2036,40.6154,,
JP,140.084,38.4024,,
JP,131.645,34.2154,,
RU,75.1874,65.4117,,
JP,138.645,35.6149,,
BG,26.6096,42.2935,,
MM,96.111,17.1117,,
FM,138.114,9.58101,,
LK,79.6933,9.50669,,
VE,-68.7447,10.3466,,
AZ,48.269,38.866,,
NR,166.925,-0.543159,,
RU,39.2547,57.7329,,
TH,104.324,16.0225,,
BF,-2.32529,13.6813,,
HK,114.169,22.3128,,
IR,55.5242,32.7074,,
VN,104.512,21.7484,,
AZ,47.1503,40.6019,,
AZ,46.9101,40.6958,,
RU,132.758,48.64,,
TW,121.644,24.5913,,
NG,11.5881,12.3156,,
ID,110.443,-7.83533,,
GN,-9.08019,7.61555,,
FR,3.64262,47.7715,,
GB,-1.07785,53.9488,,
HN,-87.206,15.233,,
TR,35.1328,39.5476,,
KG,77.9472,42.0387,,
MX,-88.9836,20.663,,
HK,114.058,22.4415,,
CA,-135.7,63.6088,,
UG,31.2996,3.52312,,
TW,120.427,23.7253,,
CN,101.661,24.4603,,
FR,1.90058,48.8191,,
MT,14.5397,35.8718,,
ME,19.2003,43.1148,,
AF,67.1401,32.4033,,
GT,-89.5127,15.0329,,
MX,-102.579,23.3785,,
HR,15.7536,44.2007,,
TN,9.96916,36.3427,,
HR,15.5948,45.7203,,
AO,13.6096,-6.78301,,
MK,20.8849,41.6012,,
RS,22.1524,43.6834,,
HU,16.7964,46.6712,,
HU,16.8447,46.8452,,
SI,15.1651,46.2587,,
PH,120.164,15.0499,,
MZ,37.1305,-16.4213,,
PH,122.055,7.03966,,
PH,122.73,8.02743,,
PH,123.309,7.84487,,
PH,122.926,7.7136,,
NG,6.12834,12.0084,,
ES,-5.84292,41.6837,,
EC,-78.8595,-3.93679,,
IR,48.2959,36.3989,,
CI,-3.41485,8.60755,,
TZ,39.4241,-6.2741,,
TZ,39.2425,-6.1537,,
RS,19.2283,45.7092,,
UA,35.7123,47.3346,,
AZ,46.654,41.5666,,
ES,-1.0538,41.5814,,
JO,36.8284,31.8095,,
SI,14.924,46.1454,,
SI,16.0599,46.3824,,
MT,14.4365,35.8713,,
MT,14.2488,36.0625,,
NL,3.78515,51.2837,,
MT,14.5324,35.8539,,
MK,21.5518,41.8091,,
SI,14.1184,46.2279,,
MK,21.1277,41.9157,,
AZ,46.6305,39.0904,,
BA,18.2479,44.2843,,
AZ,47.6936,40.2395,,
SI,15.8193,46.2837,,
KZ,72.4888,44.3152,,
CN,119.97,29.1084,,
UA,28.4643,50.6898,,
SN,-16.3435,12.4818,,
SK,19.2076,49.1656,,
LV,28.1072,56.3391,,
NE,9.66231,14.5314,,
TR,31.8206,41.2481,,
SI,14.1084,46.0459,,
BF,-1.83187,11.6131,,
SI,14.1816,46.4111,,
RS,19.7284,43.6263,,
CZ,17.7745,49.1837,,
MW,35.4256,-15.4526,,
UG,30.9019,2.54111,,
BF,-2.38127,13.1939,,
BJ,2.09135,7.22681,,
BF,-0.940234,11.5711,,
SI,15.3705,46.3914,,
MK,22.4027,41.8224,,
,20.662,42.9245,,
CH,8.54747,47.1578,,
NL,4.52252,52.0075,,
VE,-72.5482,9.58469,,
CH,8.6609,47.4297,,
MT,14.4822,35.823,,
SI,14.9443,45.8184,,
,20.7736,42.9494,,
AI,-63.4262,18.5982,,
AQ,-170.343,-83.0384,,
BZ,-88.2564,16.1059,,
CA,-61.4664,47.7941,,
CO,-81.5928,3.97794,,
CU,-77.8912,20.5697,,
DJ,43.1889,11.7227,,
EG,36.6461,22.2634,,
ER,42.9412,12.8337,,
ES,-4.29939,35.1721,,
EE,22.5034,58.1495,,
FJ,-179.912,-15.7332,,
GG,-2.45016,49.4748,,
HR,16.3392,42.3759,,
ID,104.223,-1.04563,,
IN,79.0729,9.19759,,
IE,-9.50249,51.4358,,
IR,55.3044,26.2642,,
JP,134.07,34.481,,
KZ,50.5921,44.8058,,
KI,-174.511,-4.68967,,
KR,126.592,34.1079,,
MX,-89.6633,22.3858,,
MM,97.9665,9.62024,,
MR,-16.528,19.9222,,
MY,103.426,1.32683,,
NC,158.322,-19.8645,,
NL,6.58826,53.5413,,
NO,6.57617,58.2246,,
,-1.29999e-08,2.60001e-08,,
PH,120.005,4.98627,,
PG,152.071,-4.11092,,
KP,125.648,37.7355,,
RU,67.2613,68.7999,,
SA,41.6833,16.9326,,
SB,159.413,-5.10703,,
,43.4598,11.4559,,
SE,12.6979,55.9059,,
